Professor_ID,Professor_Name,University,Department,Quality,Difficulty,Class_Name,Comment,Thumbs_Up,Thumbs_Down,Review_Date
100888,Donna Sewell,Valdosta State University,English department,5,4,ENGL2080,"Dr. Sewell is great! Assignments are very clear. She is always willing to help students out. You will need to go to class for the material, but she is pretty lenient with grading. This class can be hard, but she cares about her students and is a great professor!",0,0,"Dec 9th, 2021"
100888,Donna Sewell,Valdosta State University,English department,3,5,ENGL1101,"Hardest class I have ever taken, it was a high school duel enrollment thing I did with Valdosta State and Valwood. It was ridiculously hard, but I'll be if I can say that I'm definitely WAYYY better at writing now than I was before I took her classes.",0,0,"Jan 29th, 2018"
100888,Donna Sewell,Valdosta State University,English department,5,3,ENGL2080,"I love Dr. Sewell. She is tough with grades, but it is not impossible to make an A in her class. Attendance is important & rewarded, but points are not deducted for missing class. The tests are fairly easy if you pay atttention & study your notes. She gives many opportunities to make up work if it is missed. I would definitely take her class again.",0,0,"Jan 4th, 2018"
100888,Donna Sewell,Valdosta State University,English department,5,4,ENGL1101,"Dr. Sewell is probably the best professor I have ever had. She is tough, there's no getting around that, but she genuinely cares about her students and their understanding of the material. She is more than willing to work with students outside of class.",1,0,"Nov 8th, 2017"
100888,Donna Sewell,Valdosta State University,English department,5,4,ENGL1101,"I actually took Sewell for both freshman English classes. She is a fantastic teacher, but there's much work in this class to be successful. Go to class, do ALL of the assignments (even small participation grades), and listen to her feedback, and you'll make an A or B. She is an amazing person and she really knows her stuff.",0,0,"Dec 14th, 2016"
100888,Donna Sewell,Valdosta State University,English department,5,4,ENGL1102,Dr. Sewell is an amazing professor. She is willing to meet with you as many times as you need so you can get a good grade in her class. She isn't the easiest professor but I learned more from her than I have in any other English class. Expect a lot of homework but the homework (if actually done) will help your final grade. All around a great class!,0,0,"Apr 25th, 2016"
100888,Donna Sewell,Valdosta State University,English department,4,5,ENG1101,"if you want an A DO NOT TAKE THIS CLASS. she's a good teacher and you learn a lot, but on most assignments the highest you can make is an 85. which she will tell you when going over the syllabus",0,0,"Mar 24th, 2016"
100888,Donna Sewell,Valdosta State University,English department,1,5,ENGL1101,"It's next to impossible to get an A in her class, and according to her it will become even harder in the future. You can't pass with a D, so you will eithor get a B/C or fail. She reminds me of Napolean. She bragged about no one making an A on the first essay and only 2 on the next. Determined to be the most intellegent in the room at all cost.",1,2,"Jun 5th, 2014"
100888,Donna Sewell,Valdosta State University,English department,4.5,4,ENGL1101,"Dr. Sewell is a great teacher. However, if you do not have a solid understanding of grammar you will struggle in her class. ALWAYS go to class, and take advantage of her out of class meeting times (very helpful). Also, do as many extra entries as you can because extra entries raise your grade. Dr. Sewell's class made me a more proficient writer.",2,0,"May 8th, 2014"
100888,Donna Sewell,Valdosta State University,English department,5,3,ENGL1101,"I loved Dr. Sewell. She gives a good bit of work, but as long as you do it all you will pass. Attendance is extremely mandatory. The essays are pretty hard and she will catch anything and everything you do wrong, but in the end it all really helps you out to become a better writer.",2,0,"Mar 3rd, 2013"
100888,Donna Sewell,Valdosta State University,English department,4.5,4,ENGL1101,She is a really tough grader on essays (the class average was usually a C/D on the four essays we did). Attendance is a NECESSITY... She is always willing to help though. I recommend meeting with her to proofread your essay every time and keep up with your journal. Overall she was an awesome professor.,2,0,"Jan 6th, 2012"
100888,Donna Sewell,Valdosta State University,English department,2,3,ENGL1102,"She is rigid, not in a way that is encouraging or inspiring. If you want a teacher that is objective and not influenced by those who simply agree with her, she's not for you. She has clear personal biases that get in the way of her teaching.",1,2,"Oct 18th, 2010"
100888,Donna Sewell,Valdosta State University,English department,4.5,3,ENGL1102,"Dr. Sewell has been my favorite professor at Valdosta State. Her lectures are very enjoyable. She makes you work for your grade, but she is ALWAYS willing to help and loves for people to do well! TAKE HER CLASS! you won't regret it.",1,0,"Apr 1st, 2010"
100888,Donna Sewell,Valdosta State University,English department,4.5,4,ENGL1102,"Dr. Sewell is awesome. Lots of writing in her class, had about 6 essays. The only grades are essays and journal. The journal is an easy A as long as you keep up with it. Overall I highly enjoyed her class.",0,0,"Mar 31st, 2010"
100888,Donna Sewell,Valdosta State University,English department,5,5,ENGL1101,"Great Professor! Always willing to do her part to make sure you understand the material. However if your looking for an easy ""A"" you may want to try another Professor, a lot of writing involved to get an A. Also attendance is required!",0,0,"Apr 27th, 2009"
100888,Donna Sewell,Valdosta State University,English department,5,4,ENGL1102,"She is laid back and respects her students. She hates when people are rude. If you need help with your writing, she will meet with you multiple times to work things out. She is down-to-earth and easy to get along with. Your essays will be much better after her class.",0,0,"Jan 15th, 2009"
100888,Donna Sewell,Valdosta State University,English department,4.5,4,ENGL2060,"good teacher, but hard",1,0,"Oct 16th, 2008"
100888,Donna Sewell,Valdosta State University,English department,5,5,ENG1101,"DR. Sewell is a fantastic teacher. She is very tough in essays format, but will help you out in any way that she can. She is vey good at what she does and just donw to earth. You would not have known thashe has her doctarate degree. Very humble and easy to talk to",0,0,"Aug 17th, 2008"
100888,Donna Sewell,Valdosta State University,English department,5,5,ENG1101,"DR. Sewell is a fantastic teacher. She is very tough in essays formay, but will help you out in any way that she can. She is vey good at what she does and just donw to earth. You would not have known thashe has her doctarate degree. Very humble and easy to talk to",0,0,"Aug 17th, 2008"
100888,Donna Sewell,Valdosta State University,English department,5,3,ENGL2000,"She does assign a lot of writing, but she is one of the best teachers I've had at Valdosta State. She really cares about what she teaches and is willing to work with you to make sure you know what is going on. Overall I really enjoyed this class. I was never bored. She doesn't require a textbook.",1,0,"May 24th, 2007"
100888,Donna Sewell,Valdosta State University,English department,5,4,ENGL2060,"She is tough, but willing to spend time improving your writing skills. The class was intriguing and well organized. I loved it (and her teaching)!",0,0,"Feb 5th, 2007"
100888,Donna Sewell,Valdosta State University,English department,4,2,ENGL3080,"She is a wonderful teacher; she is always willing to go the extra mile. If you are having trouble with your writing, just ask for her help, and she'll give it to you.",0,0,"Mar 21st, 2005"
100888,Donna Sewell,Valdosta State University,English department,1,5,ENG101,"If she does not like your writing stile you will not receive no higher than a ""C.""",0,0,"May 18th, 2004"
100888,Donna Sewell,Valdosta State University,English department,5,3,ENH,No Comments,0,0,"May 4th, 2004"
100888,Donna Sewell,Valdosta State University,English department,2,5,ENG101,No Comments,0,0,"Jul 21st, 2003"
100888,Donna Sewell,Valdosta State University,English department,5,1,PERS2540,Dr. Sewell's Myth of Southern Womanhood is an excellent PERS class.We only read 2 books and watch 3 movies in he whole class during the semester. She grades fair.Our big project is 40 percent of our grade and it is so easy.The final is a breeze.She's good,0,0,"Mar 20th, 2003"
104237,Vicki Soady,Valdosta State University,Women's Studies department,4,1,LATIN1002,"If your major requires a foreign language, do yourself a favor and take Latin with Soady. I completed all three of my courses online with her and it would do it again! She is exceedingly accessible. Shell give you her cell phone number! Unlike some, she cares about your progress. She really does go the extra mile, but you have to walk it with her",0,0,"Jun 16th, 2019"
104237,Vicki Soady,Valdosta State University,Women's Studies department,4,2,PERS2499,"This class is accelerated so it's a lot of work packed into every week. Four mini quizzes, two tests, and two discussions per week. It's all easy enough to find the answers. Be sure to stay on top of getting your work done every week, and it'll be an easy A.",0,0,"Mar 7th, 2019"
104237,Vicki Soady,Valdosta State University,Women's Studies department,5,1,PERS2499,"I took this Medical/Terminology class online and it was fairly easy. Just a lot of work to do in order to pass. You have 2 quizzes, a test, and a blog each week. All are easy but you have to be diligent and stay on top of your work. Midterm and final is a compilation of questions from past tests (midterm-first half, final-second half) so study!",1,0,"Dec 20th, 2016"
104237,Vicki Soady,Valdosta State University,Women's Studies department,4,2,PERS2499,This class was a hybrid class. Some online and meet in class once a week. After the mid term she no longer had us come to class until the finals. The class was easy for me because I took medical terminology in high school. But you need the book for your blog posts.,0,0,"Nov 23rd, 2016"
104237,Vicki Soady,Valdosta State University,Women's Studies department,4.5,1,PERS2499,she is very nice. her class is extremely boring but extremely easy!!,0,0,"Dec 13th, 2011"
104237,Vicki Soady,Valdosta State University,Women's Studies department,5,1,PERS2499,"good teacher, very understanding and relaxed! does a wonderful job of explaining concepts and wants to assist students whenever possible! quizzes and blogs very understandable as well as info discussed in class!",0,0,"Oct 17th, 2009"
104237,Vicki Soady,Valdosta State University,Women's Studies department,5,2,LATIN1001,this teacher is awsome. she knows what shes doing when she is teaching in class. i would definitely take another course from her again.,0,0,"Apr 29th, 2008"
104237,Vicki Soady,Valdosta State University,Women's Studies department,2,4,LATIN1002,No Comments,0,0,"Oct 13th, 2005"
104237,Vicki Soady,Valdosta State University,Women's Studies department,1,3,WMST,No Comments,0,0,"Sep 24th, 2005"
104237,Vicki Soady,Valdosta State University,Women's Studies department,5,3,WMST1101,She was very helpful and had a great understanding about her subject. I would look to take a class with her again!,0,0,"Jul 26th, 2005"
104237,Vicki Soady,Valdosta State University,Women's Studies department,3.5,2,LATINI,I had Dr. Soady for my first latin course. She explained everything and really raised my interest in the language.,0,0,"Nov 16th, 2004"
104237,Vicki Soady,Valdosta State University,Women's Studies department,1.5,4,WOMEN,No Comments,0,0,"Sep 19th, 2004"
104237,Vicki Soady,Valdosta State University,Women's Studies department,1.5,4,225,No Comments,0,0,"Feb 16th, 2003"
135312,Mark Kasper,Valdosta State University,Health Science department,5,4,KSPE2000,Great professor knows his stuff easy going and effective communicator,0,0,"Jun 9th, 2010"
135312,Mark Kasper,Valdosta State University,Health Science department,4,4,NUTRPERS,"I took him for Perspectives in Nutrition and loved it! I made an A+ (98%), but I had to read the book to get it. His notes in class are basically references to the passages/pages/charts in the book. I love nutrition/fitness, so it was an easy A for me. Not so for someone who doesn't love it. He expects you to know your stuff.",0,0,"Jan 3rd, 2010"
135312,Mark Kasper,Valdosta State University,Health Science department,1.5,5,PERS2430,"I had Kasper for Nutrition , and it was by far the worst class I've ever had. I'm a straight A student and I made a C. After class was over a group of 15 students who had all made C or worse in a PERSPECTIVES class tried to fight our grade b/c it was so ridiculous, but no luck. Bottom line: RUN, DON'T WALK away from anything this guy is teaching!!!",0,0,"Oct 8th, 2008"
135312,Mark Kasper,Valdosta State University,Health Science department,1.5,4,PERS2430,I took Kasper's Nutri Perspective class. He was very rude when it came to students asking him to clarify test questions. Test questions were unclear at best. He would lose his temper when you had a question about his test. People in my class who were Pre-Med and Straight A students made a C in his class. Awful teacher def NOT recommend.,0,1,"Jan 1st, 2008"
135312,Mark Kasper,Valdosta State University,Health Science department,4,4,EXSCIENCE,"His classes are not a cake walk. You really have to study and put forth effort. He is very passionate about his job, his students, and the field. If only everyone was that passionate. Now, after being in the real world and graduated from the program, I thank Dr. Kasper, Dr. McCurdy, and Dr. Carter for thier passion.",1,0,"Dec 29th, 2005"
135312,Mark Kasper,Valdosta State University,Health Science department,3,3,HEALTHWELLNESS,i enjoyed him...minus the spandex-dance pants he wore once?!,1,0,"Oct 12th, 2005"
135312,Mark Kasper,Valdosta State University,Health Science department,5,3,EXERCISES,I was very well prepared for the real world thanks to Dr. K !!,0,0,"Aug 26th, 2004"
135312,Mark Kasper,Valdosta State University,Health Science department,4,2,NUTRITION,Dr. Kasper is a nice guy. I took his online nutrition course. It was fun.,0,0,"Dec 15th, 2003"
137733,David Boyd,Valdosta State University,Computer Science department,2,5,MATH1112,"Dr. Boyd made the material very hard. Anytime we would ask questions he would get frustrated (as if we're supposed to know the answer). He did not offer help, you had to go to him physically, and you still might not get answers. I wouldn't suggest this professor, especially if you are one that needs extra help with math.",0,0,"Oct 14th, 2020"
137733,David Boyd,Valdosta State University,Computer Science department,1,4,MATH1113,"Nice guy, but extremely confusing lectures.",0,0,"Mar 31st, 2020"
137733,David Boyd,Valdosta State University,Computer Science department,1,5,MATH1112,"This is an amazing man, but a horrible teacher. I am not great at math anyway, but he didn't explain anything. He spent the whole class talking about his personal life. Sweet sweet man, but would not take this class.",0,0,"Apr 3rd, 2019"
137733,David Boyd,Valdosta State University,Computer Science department,1,4,MATH1112,"Terrible. I ALWAYS, review my professors' ratings on rate my professor before registering for their class; however, I was out of luck with Boyd bc he was my only option. He doesn't explain anything. Has been teaching for over 50 years, yet still doesn't know how to properly teach. The homework and what he teaches are nothing alike. Barely explains.",3,0,"Apr 3rd, 2018"
137733,David Boyd,Valdosta State University,Computer Science department,1,4,MATH1112,"Terrible professor, avoid him if all possible. Rambles on and on about his personal life, barely teaching math. I'll admit I'm horrible at math in general, but only 5 out of 30 people in my class passed. If you ask a question about not understanding, he'll throw a fit about ""if we go over it what's not to understand?"" doesnt give extra credit.",1,0,"Dec 17th, 2017"
137733,David Boyd,Valdosta State University,Computer Science department,1,4,MATH1112,"Terrible professor. He rambles about nonsense for a good 30 minutes every day, then works through a problem or 2 without answering hardly any questions. If you fall behind you will stay behind, as he does not explain anything. I do not recommend this course unless you want to learn everything at home anyways.",2,0,"Oct 30th, 2017"
137733,David Boyd,Valdosta State University,Computer Science department,1,5,MATH1112,He is not a good professor tbh. He makes everything harder than it should actually be. I would not recommend this professor. He is constantly talking about something that is not relevant. If everybody does generally horrible on the test he may give extra credit. He is not understanding at all so dont expect any kind of sympathy.,2,0,"Oct 17th, 2017"
137733,David Boyd,Valdosta State University,Computer Science department,1,5,MATH2261,"I took Dr. Boyd for Calc II and ended up dropping the class. Usually an 'A' student, but had to drop this course. Professor rambles about basketball and the weather for 45 minutes and uses the remaining 5 minutes to speed through a lesson that he expects you to know perfectly on the test. Don't take!",1,0,"Mar 31st, 2016"
137733,David Boyd,Valdosta State University,Computer Science department,1,5,MATH2261,he likes jokes and life lessons more than teaching math. he is an ok teacher but doesnt help connect the dots. if you dont get it he wont explain it differently he will just expect you to understand it eventually.,1,0,"Mar 9th, 2016"
137733,David Boyd,Valdosta State University,Computer Science department,2.5,5,1113,"He spends the majority of the class time talking about things other than the subject matter. He likes to make jokes and get off track. He has a very strange teaching method. (He doesn't) He is a smart man and knows what he is talking about, but prefers to reminisce on his past life experiences. Very nice man, but I would not take his class again.",2,0,"Oct 22nd, 2015"
137733,David Boyd,Valdosta State University,Computer Science department,2,4,MATH1113,"Dr. Boyd is a nice man, but he doesn't always talk about math. If you can catch on fast, you will be okay, but if you are rusty in algebra don't take this course with him. MyMathLab has a lot of homework due weekly or biweekly. Tests are multiple choice and not too difficult.n",1,0,"Mar 26th, 2014"
137733,David Boyd,Valdosta State University,Computer Science department,1.5,4,CS101,"He will talk about everything but the subject matter. You will do great in the class if you already know the material. If you don't, then you must learn it yourself. At one time, we went for straight through 4 classes without actually talking about programming. He was more interested in his guns. 11 students out of 33 showed up for the final.",2,0,"May 1st, 2013"
137733,David Boyd,Valdosta State University,Computer Science department,1.5,5,CSCS,He was all over the map. Teaching one thing and testing on another. At the time I don't think he had a good handle on computer science/programming. It was a few years back...hopefully things have changed.,2,0,"Dec 26th, 2012"
137733,David Boyd,Valdosta State University,Computer Science department,2.5,5,MATH2261,"He's a nice old man and wants you to succeed, but you MUST MUST study daily and keep him on track in class, or else you're doomed.",0,1,"Nov 10th, 2011"
137733,David Boyd,Valdosta State University,Computer Science department,4.5,4,MATH1113,"Made an A in his class, but I had to work hard. Homework is not mandatory, but I suggest doing it because the tests are like the homework. He is a very sweet, helpful old man. Respond to his questions and he will love you! Also, listen to his stories! He goes off on tangents some times, but he has some great things to say.",1,3,"May 13th, 2011"
137733,David Boyd,Valdosta State University,Computer Science department,4,4,CS4500,"Homework in Dr Boyd's classes generally isn't mandatory, but he draws on it heavily for tests.",0,1,"Jan 10th, 2009"
137733,David Boyd,Valdosta State University,Computer Science department,4,4,CS1301,Easily distracted.,0,0,"Sep 24th, 2005"
137733,David Boyd,Valdosta State University,Computer Science department,1,4,CS2620,"Will try his hardest to prevent anyone from making an 'A'. Spends way to much class time talking about guns, making moonshine, eating food, how he hates the world, and other inappropriate nonsense. He loves to talk down to students, and is overall very lazy. Take someone else if you'd like the possibility of an A, and you value your self respect",0,1,"May 21st, 2005"
137932,Ashok Kumar,Valdosta State University,Mathematics department,4,3,MATH1112,"He assigns homework for every section, but these problems do not have to be turned in. If you have any questions on the material, have them ready before class (unless you visit his office). Final, 4 tests, quizzes at least once a month, and a minimum of 5 homework assignments make up your grade. He is very friendly and helpful!",0,0,"Apr 15th, 2017"
137932,Ashok Kumar,Valdosta State University,Mathematics department,1,4,MATH2431,I have always been good at math and gotten As or Bs in all my math classes but when I took him I did horrible. I failed the class which is not normal for me. He is a nice guy and all but unless you can basically teach yourself everything then don't take him. He doesn't explain things well and he has a super thick Indian accent.,0,0,"Apr 6th, 2017"
137932,Ashok Kumar,Valdosta State University,Mathematics department,2,5,4081,"Really bad at explaining, you wont learn anything.",1,1,"Nov 3rd, 2014"
137932,Ashok Kumar,Valdosta State University,Mathematics department,2,5,CS2620,nice guy but doesnt explain the material and reads of the ppt. you can do all the book problems and go to tutoring and still fail. horrible ad advisor also. not helpful at all. take someone else.,0,0,"Jun 13th, 2014"
137932,Ashok Kumar,Valdosta State University,Mathematics department,4,1,MATH2431,"Super easy! I LOVE that he doesnt use MyMathLab. He is all about the text book. Not very good at teaching, but tests are like duplicates of hw. Just figure out the hw and youll make an A hands down! Definitely take him!",0,0,"Feb 12th, 2014"
137932,Ashok Kumar,Valdosta State University,Mathematics department,3.5,3,MATH3040,He definitely takes the training wheels off in this course. The only real gripe I have is that if it seems intuitive to him the rest of the class is blown away confused. He likes people to speak and ask questions if you are looking for brownie points.,0,0,"Jun 11th, 2012"
137932,Ashok Kumar,Valdosta State University,Mathematics department,5,1,MATHCALC,Great Teacher. I loved his class. Very willing to help,0,0,"Jul 16th, 2008"
137932,Ashok Kumar,Valdosta State University,Mathematics department,5,2,CALCULUS1261,"Dr. Kumar is a very good teacher but homework MUST be done to do well on the tests. He gives 3 tests, the final, and quizzes. He is always willing to help students with any problems they may have.",1,0,"Oct 11th, 2005"
137932,Ashok Kumar,Valdosta State University,Mathematics department,2.5,1,MATHMODELING,"This class was very easy, you just have to get past his extreme eastern accent. A kind man, and if you are unafraid to speak to him after class, you will do fine.",0,0,"Aug 18th, 2005"
137932,Ashok Kumar,Valdosta State University,Mathematics department,1,4,ALG,horrible professor-run for your life !!!,0,0,"Jan 17th, 2005"
137995,Jesse Spencer,Valdosta State University,Science department,4.5,2,CHEML1211,"I LOVED MR. Spencer! He was a great lab instructor and was always willing to help on my lab assignments. He grades rather strictly when it comes to significant figures, but he also helped me before class sometimes and I fixed what I did wrong. He likes people who are respectful!!! I am taking him again for ChemL 1212!",0,0,"Jan 11th, 2012"
137995,Jesse Spencer,Valdosta State University,Science department,5,4,CHEM2310,This class is by far the hardest chemistry class I have taken so far. Organic chemistry is easier than this class. He is very willing to help so don't hesitate to ask for it. That is probably what saved me in the end. Plus he grades on a curve. Good luck taking this class.,0,0,"Dec 12th, 2011"
137995,Jesse Spencer,Valdosta State University,Science department,3.5,4,CHEM1211,"Had for chem 1211L. Interesting and a nice man, some days. Challenging but willing to help those people who are interested in learning. Somebody else grades the labs VERY strict so check your work before you turn it in! The lab itself was not hard, the experiments were explained in lecture before the lab. Overall, Spencer was a good experience to take. A challenging class but it was fun!",0,0,"Nov 16th, 2010"
137995,Jesse Spencer,Valdosta State University,Science department,2,3,CHEML1112,Well..He isn't exactly the easiest professor in the world. I never had to work so hard in any class just to get a B-! I would never take him again...Oh and he doesn't even grade his on labs. He gets someone else to grade them who doesnt have anything else better to do than sit there and take of stupid points on every single lab. AVOID,0,1,"May 10th, 2010"
137995,Jesse Spencer,Valdosta State University,Science department,1,5,CHEM121L,"Had him for lab only! DO NOT TAKE FOR LAB!! He has another person who grades labs so strict it is not even funny. Labs that were right will get 10 points marked off because he just didnt like your results. While your friends get As in labs, Spencer hands back 60s 50s and doesnt even want to help explain why! AVOID!",0,1,"May 6th, 2009"
137995,Jesse Spencer,Valdosta State University,Science department,1.5,5,CHEM2310,This class was hell and it's a 2000 level calls didn't know when our test was going to be and didn't know what he was talking about most of the most of the time when I was in class. And he is know for pulling question out the butt...... but if you kiss up to him you might pass... I was not the one who would do it.. so good luck..,0,1,"May 30th, 2007"
